index,game,category,question,answer,amount,media,dj
2281,8086,THE 1940s,In 1942 the Supreme Court ruled that divorces granted in this state were valid throughout the U.S.,Nevada,200,,False
2282,8086,THE 1940s,In May 1940 he succeeded Neville Chamberlain as British prime minister,Winston Churchill,400,,False
2283,8086,THE 1940s,"By the end of the decade, this racial segregation policy became law in South Africa",Apartheid,600,,False
2284,8086,THE 1940s,"This German state, a major power under Frederick the Great, was formally dissolved in 1947",Prussia,800,,False
2285,8086,THE 1940s,"On Oct. 11, 1945 these 2 Chinese leaders jointly pledged their mutual desires for peace & unity",Mao Tse-tung & Chiang Kai-shek,1000,,False
2286,8086,MYTHOLOGICAL WORDS & PHRASES,"The animals of a particular region are called this, after the wife of Faunus",fauna,200,,False
2287,8086,MYTHOLOGICAL WORDS & PHRASES,"The plants of a particular region are called this, after the Roman goddess of flowers",flora,400,,False
2288,8086,MYTHOLOGICAL WORDS & PHRASES,This word meaning gigantic can refer to the children of Uranus & Gaea or a doomed luxury liner,Titanic,600,,False
2289,8086,MYTHOLOGICAL WORDS & PHRASES,This day of the week is named for the Norse god of thunder,Thursday,800,,False
2290,8086,MYTHOLOGICAL WORDS & PHRASES,"An artist's inspiration may be called his this, in honor of the 9 goddesses of arts & learning",the muses (his muse),1000,,False
2291,8086,U.S. STAMPS,"A 32¢ POW & MIA stamp was issued May 29, 1995, coinciding with this U.S. holiday",Memorial Day,200,,False
2292,8086,U.S. STAMPS,"The Desert Plants series of 1981 featured an agave, & the beavertail, barrel & saguaro types of these",cactus,400,,False
2293,8086,U.S. STAMPS,"This illustrator's picture of ""Tom Sawyer Whitewashing A Fence"" appeared on a 1972 stamp",Norman Rockwell,600,,False
2294,8086,U.S. STAMPS,"A 1993 stamp for ""AIDS Awareness"" featured this symbol",a (red) ribbon,800,,False
2295,8086,U.S. STAMPS,Delicate Arch appears on a 1996 stamp celebrating this Western state's centennial,Utah,1000,,False
2296,8086,SEAS,"Seas bordering this nation include Barents, Kara & Laptev",Russia,200,,False
2297,8086,SEAS,"Piraeus, Greece overlooks the Saronic Gulf, an inlet of this arm of the Mediterranean",the Aegean Sea,400,,False
2298,8086,SEAS,The waters of this sea are shallow on the Italian side but deep along Croatia,the Adriatic,600,,False
2299,8086,SEAS,Ukrainians call this sea Chorne More; Romanians call it Marea Neagra,the Black Sea,800,,False
2300,8086,SEAS,The Netherlands' West Frisian Islands & Germany's East Frisian Islands lie in this sea,the North Sea,1000,,False
2301,8086,GAMES,Terms in this board game include king & double jump,checkers,200,,False
2302,8086,GAMES,The object of this outdoor game is to maneuver your ball through a circuit of wickets first,croquet,400,,False
2303,8086,GAMES,In this game tiles with the same number of pips on each end are placed crosswise,dominoes,600,,False
2304,8086,GAMES,"It's played on a 50-foot-long, 10-foot-wide court with a stake at each end",horseshoes,800,,False
2305,8086,GAMES,It's the Italian version of lawn bowling,bocce,1000,,False
2306,8086,MAKE YOUR MARK,There's a magazine devoted to collecting these celebrity signatures,autographs,200,,False
2307,8086,MAKE YOUR MARK,It's the mark on a steer used to determine ownership,a brand,400,,False
2308,8086,MAKE YOUR MARK,This Declaration of Independence signer's name is synonymous with signature,John Hancock,600,,False
2309,8086,MAKE YOUR MARK,An X placed on one of these may get someone elected,a ballot,800,,False
2310,8086,MAKE YOUR MARK,It's a small seal or the ring that makes it,a signet,1000,,False
2311,8086,PEN NAMES,"This ""Lolita"" author wrote 9 Russian novels under the name V. Sirin",Nabokov,400,,True
2312,8086,PEN NAMES,"While a student, this ""Congo"" author used the pen names John Lange & Jeffery Hudson",(Michael) Crichton,800,,True
2313,8086,PEN NAMES,"William Sydney Porter wrote ""The Ransom of Red Chief"" under this pen name",O. Henry,1200,,True
2314,8086,PEN NAMES,His early work appeared in an obscure Armenian language publication under the name Sirak Goryan,William Saroyan,1600,,True
2315,8086,PEN NAMES,"He wrote ""The Big Needle"" as Symon Myles & ""Eye of the Needle"" as himself",Ken Follett,2000,,True
2316,8086,TRAVEL & TOURISM,The story of the Pilgrims is told by life-size figures in a wax museum in this Massachusetts town,Plymouth,400,,True
2317,8086,TRAVEL & TOURISM,"Travel Town, an outdoor transportation museum, lies within this city's Griffith Park",Los Angeles,800,,True
2318,8086,TRAVEL & TOURISM,A large water-bird refuge lies on Bonaventure Island off this Canadian province's Gaspe Peninsula,Quebec,1200,,True
2319,8086,TRAVEL & TOURISM,"The silversword plant grows only in Haleakala National Park on this ""Valley Island"" of Hawaii",Maui,1600,,True
2320,8086,TRAVEL & TOURISM,"Each Labor Day weekend, this Illinois city founded by Joseph Smith holds a grape festival",Nauvoo,2000,,True
2321,8086,HAIL TO THE CHIEF,The main charge against this impeached president was violation of the Tenure of Office Act,Andrew Johnson,400,,True
2322,8086,HAIL TO THE CHIEF,"The October 1929 stock market crash, the beginning of the Great Depression, came 7 months into his term",Hoover,800,,True
2323,8086,HAIL TO THE CHIEF,In 1976 this sitting president sent condolences to China on the death of Mao Tse-Tung,Ford,1200,,True
2324,8086,HAIL TO THE CHIEF,James K. Polk didn't get a single vote until the eighth ballot at this party's 1844 convention,Democratic,1600,,True
2325,8086,HAIL TO THE CHIEF,He fathered a child by Nan Britton while married to Florence Kling de Wolfe,Warren G. Harding,2000,,True
2326,8086,THE MOVIES,"This dancer first appeared with Ginger Rogers in the 1933 film ""Flying Down to Rio""",Fred Astaire,400,,True
2327,8086,THE MOVIES,Macaulay Culkin has a McDonald's in his house in this 1994 film based on a comic book,Richie Rich,800,,True
2328,8086,THE MOVIES,"In this role in ""The Westerner"", Walter Brennan believes that Gary Cooper is a friend of Lily Langtry",Judge Roy Bean,1200,,True
2329,8086,THE MOVIES,"Cameron Mitchell provided the voice of Christ in this 1953 film, the first Cinemascope feature",The Robe,1600,,True
2330,8086,THE MOVIES,2-letter title of a 1968 Malcolm McDowell film set in a British boarding school,If,2000,,True
2331,8086,BOTANY,This legume is sometimes called a groundnut because its pods develop underground,a peanut,400,,True
2332,8086,BOTANY,This part of a flower's stamen usually contains 4 small baglike structures that produce pollen,the anther,800,,True
2333,8086,BOTANY,It's the term for a plant that blooms & dies within a single year,an annual,1200,,True
2334,8086,BOTANY,This organism composed of an alga & fungus covers much of the surface of the Arctic,a lichen,1600,,True
2335,8086,BOTANY,The name of this flower of the crowfoot family comes from the Greek word for dolphin,delphinium,2000,,True
2336,8086,SAINTS,Saint Genevieve's prayers are believed to have saved Paris from this Hun,Attila,400,,True
2337,8086,SAINTS,In prison this baptist was able to follow Jesus' ministry & sent messengers to ask him questions,John the Baptist,800,,True
2338,8086,SAINTS,This gospel author is the patron saint of physicians & surgeons,St. Luke,1200,,True
2339,8086,SAINTS,"Olaf, king & patron of this country, was killed in the 1030 Battle of Stiklestad",Norway,1600,,True
2340,8086,SAINTS,"As a bishop Saint Ambrose baptized this future Bishop of Hippo & author of ""The City of God""",St. Augustine,2000,,True
2341,8087,LITERARY ALLUSIONS,"This character mistook windmills for giants, hence the phrase ""to tilt at windmills""",Don Quixote,200,,False
2342,8087,LITERARY ALLUSIONS,"Thackeray used the phrase ""mad as a hatter"" before this author popularized it",Lewis Carroll,400,,False
2343,8087,LITERARY ALLUSIONS,A children's story about a girl proud of her footwear gave us this synonym for a goody goody,goody two shoes,600,,False
2344,8087,LITERARY ALLUSIONS,"The title of this 1929 Thomas Wolfe novel comes from John Milton's poem, ""Lycidas""","Look Homeward, Angel",800,,False
2345,8087,LITERARY ALLUSIONS,"The phrase ""Ships that pass in the night"" is from his ""Tales of a Wayside Inn""",Longfellow,1000,,False
2346,8087,MOVIE SONGS,"This song from ""The Caddy"" & ""Moonstruck"" begins,""When the moon hits your eye like a big pizza pie""","""That's Amore""",200,,False
2347,8087,MOVIE SONGS,"He introduced Johnny Mercer's ""Something's Gotta Give"" in the film ""Daddy Long Legs""",Fred Astaire,400,,False
2348,8087,MOVIE SONGS,"1978 hit movie with the following ""Love Theme"":[Instrumental theme plays.]",Superman,600,https://www.j-archive.com/media/1991-06-10_J_03.mp3,False
2349,8087,MOVIE SONGS,"Andy Williams saying that these ""laugh & run away like a child atplay""","""The Days Of Wine And Roses""",800,,False
2350,8087,MOVIE SONGS,"George Dunning composed the music for the ""Picnic"" theme; this talk show host wrote the words",Steve Allen,1000,,False
2351,8087,ARTISTS,Abstract expressionist Franz Kline usually painted black designs on a background of this color,white,200,,False
2352,8087,ARTISTS,"One of his 1962 works is titled ""Big Torn Campbell's Soup Can Vegetable Beef""",Andy Warhol,400,,False
2353,8087,ARTISTS,Gustav Klimt was the leading Austrian exponent of this new style that featuredsinuous lines,art nouveau,600,,False
2354,8087,ARTISTS,The Art Institute of Chicago sells tote bags decorated with his famous water lilies,(Claude) Monet,800,,False
2355,8087,ARTISTS,"""Prisoners from the Front"" is one of many Winslow Homer paintings depicting scenes from this war",the Civil War,1000,,False
2356,8087,CLOTHING,"These shoe features can be French, Cuban, or spike",heels,200,,False
2357,8087,CLOTHING,"The bolero, which is usually worn open, originated in this country",Spain,400,,False
2358,8087,CLOTHING,"Type of evening wrap, whose name is from the Greek for ""robe"", not for ""theft"" as its name implies",stole,600,,False
2359,8087,CLOTHING,The extended part of a wedding gown skirt that trails behind the wearer,the train,800,,False
2360,8087,SAINTS,"In Roman Catholicism, she's called the ""Queen of all Saints""",Mary,200,,False
2361,8087,SAINTS,"Saint Methodius doesn't get much credit for creating the Slavic alphabet with this saint, his brother",St. Cyril,400,,False
2362,8087,SAINTS,The 40 martyrs of England & Wales were Catholics; most of whom were executed during her reign,Elizabeth I,600,,False
2363,8087,SAINTS,What were thought to be his relics were brought to Venice in 829,St. Mark,800,,False
2364,8087,SAINTS,He is patron saint of chorea sufferers as well as dancers,St. Vitus,1000,,False
2365,8087,IN OTHER WORDS,It's impossible to be victorious at every attempt,you can't win 'em all,200,,False
2366,8087,IN OTHER WORDS,Leap over a pistol,jump the gun,400,,False
2367,8087,IN OTHER WORDS,Bottom guy carved into an Indian symbolic post,low man on the totem pole,600,,False
2368,8087,IN OTHER WORDS,Simian view; simian execute,"monkey see, monkey do",800,,False
2369,8087,IN OTHER WORDS,All the flowers are emerging American Beauties,everything's coming up roses,1000,,False
2370,8087,AMERICAN HISTORY,"Beginning in 1972, this city's residents could take the new BART to the new Transamerica Pyramid",San Francisco,400,,True
2371,8087,AMERICAN HISTORY,"In 1948, he turned over command of the U.S. Army and became president of Columbia University",Dwight Eisenhower,800,,True
2372,8087,AMERICAN HISTORY,"In 1968, the US Naval Intelligence ship Pueblo was captured by this country",North Korea,1200,,True
2373,8087,AMERICAN HISTORY,He & Floyd Bennett made the first flight over the North Pole in 1926 in a Fokker-Tri-Motor,Admiral Byrd,1600,,True
2374,8087,AMERICAN HISTORY,"This leader of a slave rebellion was hanged November 11, 1831",Nat Turner,2000,,True
2375,8087,BIRDS,"The name of this genus of birds comes from the Latin ""aureolus"", meaning yellow or golden",oriole,400,,True
2376,8087,BIRDS,"In ancient Greece, this bird was associated with Athena, the goddess of wisdom",the owl,800,,True
2377,8087,BIRDS,"The scientific name of this American bird means ""many-tongued mimic""",a mockingbird,1200,,True
2378,8087,BIRDS,This flightless bird of Brazil & Argentina can outrun a horse,a rhea,1600,,True
2379,8087,BIRDS,It's feared that the ivory-billed species of this bird is now extinct in the United States,a woodpecker,2000,,True
2380,8087,SINGAPORE,"Not to be worn, a Singapore sling is one of these",an alcoholic beverage,400,,True
2381,8087,SINGAPORE,"Checking a map, you'll find Singapore is just a little over one degree north of this line",the equator,800,,True
2382,8087,SINGAPORE,"In 1819, Sir Stamford Raffles established a base for this British company on the island",the British East India Company,1200,,True
2383,8087,SINGAPORE,"Singapore is classified as one of these, meaning goods can be unloaded, stored & reshipped without duty fees",a free port,1600,,True
2384,8087,SINGAPORE,Independence came in 1965 when it seceded from this country to which it's linked by a causeway,Malaysia,2000,,True
2385,8087,BUSINESS & INDUSTRY,Clothing lines sold by her company include Lizwear & Lizsport,Liz Claiborne,400,,True
2386,8087,BUSINESS & INDUSTRY,"In 1946, the Southland Corporation renamed their Totem Stores this for their hours of operation",7-Eleven,800,,True
2387,8087,BUSINESS & INDUSTRY,"Originally, a farm equipment firm, by 1924 it was the leading maker of washing machines",Maytag,1200,,True
2388,8087,BUSINESS & INDUSTRY,"This company is a leader not only in consumer credit reports, but in car seat belts & airbags as well",TRW,1600,,True
2389,8087,BUSINESS & INDUSTRY,"The ""Excedrin Headache"" is among the ad campaigns to come from the agency of Young & this man",Rubicam,2000,,True
2390,8087,ROYALTY,"Some say Czar Alexander I of this country faked his own death, assumed a new identity, & moved to Siberia",Russia,400,,True
2391,8087,ROYALTY,"Prince Albert of this country, brother of King Baudouin, married an Italian princess in 1959",Belgium,800,,True
2392,8087,ROYALTY,This country's King Manuel I launched Vasco de Gama on his voyage around Africa in 1497,Portugal,1200,,True
2393,8087,ROYALTY,"The 11th Egyptian ruler named this, killed his wife; then an angry mob killed him",Ptolemy,1600,,True
2394,8087,ROYALTY,King Carol II of this Eastern European country was known for his scandalous private life,Romania,2000,,True
2395,8087,UNREAL ESTATE,"Captured by tiny humans, Gulliver is taken to Mildendo, the capital of this country",Lilliput,400,,True
2396,8087,UNREAL ESTATE,Oceania is the totalitarian state run by the Inner Party & Big Brother in this novel,1984,800,,True
2397,8087,UNREAL ESTATE,"Joseph Heller created the island of Pianosa for this novel, set during World War II",Catch-22,1200,,True
2398,8087,UNREAL ESTATE,"The play ""Our Town"" centers on two families living in this typical New England town",Grover's Corners,1600,,True
2399,8087,UNREAL ESTATE,In a 1974 bestseller James Michener traced the roots of this fictional town in Colorado,Centennial,2000,,True
2400,8088,FORTS,"The U.S. flag didn't fly over this South Carolina fort from April 14, 1861 to Feb. 18, 1865",Fort Sumter,200,,False
2401,8088,FORTS,"The gold here is stored in a 12,700-square-foot building with concrete & steel vaults",Fort Knox,400,,False
2402,8088,FORTS,"This fort is located on Locust Point, just 3 miles from the center of Baltimore",Fort McHenry,600,,False
2403,8088,FORTS,"Fort Dearborn, named for the Secretary of War, was built on the site of this present city",Chicago,800,,False
2404,8088,FORTS,This San Antonio fort named for a leader of the Texas Revolution supplied Teddy Roosevelt's Rough Riders,Fort Sam Houston,1000,,False
2405,8088,SONGS & SINGERS,"This Mick Jagger group first hit the U.S. charts in mid-1964 with ""Not Fade Away"", a remake of a Buddy Holly tune",The Rolling Stones,200,,False
2406,8088,SONGS & SINGERS,"She sang 6 songs on the soundtrack of ""The Bodyguard"", which sold 6 million copies in 10 weeks",Whitney Houston,400,,False
2407,8088,SONGS & SINGERS,"In 1973 he released his first album, ""Greetings from Asbury Park, New Jersey""",Bruce Springsteen,600,,False
2408,8088,SONGS & SINGERS,"In 1971 this pop star had his only No. 1 hit with ""You've Got A Friend""",James Taylor,800,,False
2409,8088,SONGS & SINGERS,This was Janis Joplin's only Top 40 hit as a solo performer,"""Me and Bobby McGee""",1000,,False
2410,8088,AMERICAN NOVELISTS,"As a teenager he wrote copy for his brother's newspaper, the Hannibal Journal",Mark Twain,200,,False
2411,8088,AMERICAN NOVELISTS,"When this author of ""The Scarlet Letter"" began getting published, he added a ""W"" to his last name",(Nathaniel) Hawthorne,400,,False
2412,8088,AMERICAN NOVELISTS,"This ""Color Purple"" author was once an editor of Ms. Magazine",Alice Walker,600,,False
2413,8088,AMERICAN NOVELISTS,"In 1969 his ""Journal of a Novel: The East of Eden Letters"" was published posthumously",Steinbeck,800,,False
2414,8088,AMERICAN NOVELISTS,"His 1980 work ""Of Women and Their Elegance"" is an imaginary memoir by Marilyn Monroe",Norman Mailer,1000,,False
2415,8088,HODGEPODGE,"Among swine, adult males are called boars & adult females are called these",sows,200,,False
2416,8088,HODGEPODGE,"On April 30, 1939 he played in his 2,130th consecutive baseball game",Lou Gehrig,400,,False
2417,8088,HODGEPODGE,"Formed when water vapor joins with nitrogen & sulfur oxides, it reportedly damaged half of Germany's trees",acid rain,600,,False
2418,8088,HODGEPODGE,"In a new series of books, this teen detective goes to college & dumps her longtime boyfriend Ned",Nancy Drew,800,,False
2419,8088,HODGEPODGE,"Legwear Queen Elizabeth I wore in the 16th century, or the title of a 1957 Fred Astaire film",Silk Stockings,1000,,False
2420,8088,BIOLOGY,"To focus, the shape of this eye part is changed by the ciliary muscles",the lens,200,,False
2421,8088,BIOLOGY,Its 2 chains of nucleotides are twisted into a double helix held together by hydrogen bonds,DNA,400,,False
2422,8088,BIOLOGY,Fungi reproduce by these; one giant puffball may contain trillions of them,spores,600,,False
2423,8088,BIOLOGY,Asexual reproduction may use mitosis; sexual reproduction uses this division process,meiosis,800,,False
2424,8088,BIOLOGY,It's the bright yellow pigment in leaves & orange vegetables,carotene,1000,,False
2425,8088,FOOD FACTS,"Young, soft-boned herrings are popularly canned & sold as these",sardines,200,,False
2426,8088,FOOD FACTS,The elephant type of this pungent herb often has bulbs the size of a small grapefruit,garlic,400,,False
2427,8088,FOOD FACTS,"Cordon Bleu is typically made with chicken or this meat, with ham & cheese",veal,600,,False
2428,8088,FOOD FACTS,Italians refer to duck as anitra; the French call it this,canard,800,,False
2429,8088,FOOD FACTS,"Though today most Limburger cheese comes from Germany, it originated in this Low Country",Belgium,1000,,False
2430,8088,WORLD'S FAIRS,Treasure Island was built as the site for this city's Golden Gate International Exposition,San Francisco,400,,True
2431,8088,WORLD'S FAIRS,A 1988 fair in Brisbane helped this country celebrate the 200th anniversary of its European settlement,Australia,800,,True
2432,8088,WORLD'S FAIRS,"This city's 1876 fair, the first successful one in the U.S., displayed a new invention: the telephone",Philadelphia,1200,,True
2433,8088,WORLD'S FAIRS,This famous iron & glass structure housed the Great Exhibition of 1851 in London's Hyde Park,Crystal Palace,1600,,True
2434,8088,WORLD'S FAIRS,This Spanish city's first opera house was built for the 1992 fair held there,Seville,2000,,True
2435,8088,GOVERNMENT & POLITICS,From 1900 to 1903 Sanford Dole served as the first governor of this territory,Hawaii,400,,True
2436,8088,GOVERNMENT & POLITICS,In 1993 Texas state treasurer Kay Bailey Hutchison won the Senate seat vacated by this Treasury Sec'y,Lloyd Bentsen,800,,True
2437,8088,GOVERNMENT & POLITICS,Celebrations in August 1995 marked the 75th anniversary of this amendment that gave women the right to vote,the 19th Amendment,1200,,True
2438,8088,GOVERNMENT & POLITICS,The Temperance movement led to the formation of this political party in 1869,the Prohibition Party,1600,,True
2439,8088,GOVERNMENT & POLITICS,"This N.Y. Democrat who ran for president in 1928 got his nickname ""The Happy Warrior"" from FDR",Al Smith,2000,,True
2440,8088,LANGUAGES,Sicilian is a southern dialect of this language,Italian,400,,True
2441,8088,LANGUAGES,Scotland's Hebrides are one of the strongholds of this Celtic language,Gaelic,800,,True
2442,8088,LANGUAGES,It's the official language of Yemen,Arabic,1200,,True
2443,8088,LANGUAGES,"French & Kirundi, a Bantu language, are official languages of this country",Burundi,1600,,True
2444,8088,LANGUAGES,"It's the language of instruction at Arhus University, Alborg University & the University of Odense",Danish,2000,,True
2445,8088,ABBREVIATIONS,Once in a while you'll see this abbreviated occas.,occasionally,400,,True
2446,8088,ABBREVIATIONS,"An eighth of a mile, it's abbreviated fur.",furlong,800,,True
2447,8088,ABBREVIATIONS,"To a Londoner, LM is Lord Mayor; to an astronaut, it's this craft",lunar module,1200,,True
2448,8088,ABBREVIATIONS,"Capitalized, it's short for a book of the Bible; not capitalized, it's any division of Canada",Prov,1600,,True
2449,8088,ABBREVIATIONS,"An RN may be an NP, one of these",a nurse practitioner,2000,,True
2450,8088,THE 1550s,"Humayun, the 2nd Mogul emperor of this country, died in 1556, 6 months after recapturing his empire",India,400,,True
2451,8088,THE 1550s,This Mexican resort city famous for its cliff divers was founded in 1550,Acapulco,800,,True
2452,8088,THE 1550s,"This French astrologer completed ""The Centuries"", a book of more than 900 predictions",Nostradamus,1200,,True
2453,8088,THE 1550s,People from this country settled Macao in 1557,Portugal,1600,,True
2454,8088,THE 1550s,She was queen of England for 9 days in 1553 & was beheaded in 1554,Lady Jane Grey,2000,,True
2455,8088,PLAY CHARACTERS,Oscar Madison & Felix Ungar are the title pair in this comedy,The Odd Couple,400,,True
2456,8088,PLAY CHARACTERS,"Soon after her arrival, she asks, ""Will Stanley like me, or will I be just a visiting in-law, Stella?""",Blanche DuBois,800,,True
2457,8088,PLAY CHARACTERS,In 1995 Patrick Stewart played Prospero in a New York Shakespeare Festival production of this play,The Tempest,1200,,True
2458,8088,PLAY CHARACTERS,"Sarah Norman, a deaf student, becomes involved with her speech teacher in this Mark Medoff drama",Children of a Lesser God,1600,,True
2459,8088,PLAY CHARACTERS,"Ken Harrison, paralyzed & fighting for his right to die, is the main character of this 1978 play",Whose Life Is It Anyway,2000,,True
2460,8089,CAVES,In the 1920s Peking Man was discovered in a cave of this country's Taihang Mountains,China,200,,False
2461,8089,CAVES,The Big Room in this New Mexico cave system is one of the world's largest single cave chambers,Carlsbad Caverns,400,,False
2462,8089,CAVES,"Rediscovered in 1826, this cave on Capri is accessible only by boat",the Blue Grotto,600,,False
2463,8089,CAVES,This giant rock in central Australia has numerous caves in its base that are sacred to the Aborigines,Ayers Rock,800,,False
2464,8089,CAVES,"While spelunking is the hobby, this is the scientific study of caves",Speleology,1000,,False
2465,8089,LITERARY TERMS,"Many English poets favored the stanzaic type of this poetic form; Shelley wrote one ""To a Skylark""",an ode,200,,False
2466,8089,LITERARY TERMS,"This term for a wildly exaggerated story calls to mind heroes of great ""height"", like Paul Bunyan",a tall tale,400,,False
2467,8089,LITERARY TERMS,"The 2 major forms of literary expression are poetry & this, which corresponds more closely to speech",prose,600,,False
2468,8089,LITERARY TERMS,"In a novel it's the opposite of a preface; in a play, it's the opposite of a prologue",an epilogue,800,,False
2469,8089,LITERARY TERMS,"The name of this kind of narrative epic is related to the Icelandic word meaning ""to say""",the saga,1000,,False
2470,8089,TV PERSONALITIES,"In 1985 she succeeded Ann Abernathy as Regis Philbin's co-host on what was then called ""The Morning Show""",Kathie Lee Gifford,200,,False
2471,8089,TV PERSONALITIES,"Jeff Smith, better known as ""The Frugal"" this, is an ordained Methodist minister",Gourmet,400,,False
2472,8089,TV PERSONALITIES,Michele Lee was the only cast member who appeared on every episode of this prime-time serial 1979-1993,Knots Landing,600,,False
2473,8089,TV PERSONALITIES,In 1993 viewer complaints led Burt Reynolds to announce he'd stop smoking cigars on this sitcom,Evening Shade,800,,False
2474,8089,TV PERSONALITIES,"This ever-popular children's show host wrote an original ""Star Trek"" episode with her husband Jeremy Tarcher",Shari Lewis,1000,,False
2475,8089,EUROPEAN HISTORY,It was the last battle of the Napoleonic Wars,Waterloo,200,,False
2476,8089,EUROPEAN HISTORY,"It finally proved vincible August 8, 1588",The Spanish Armada,400,,False
2477,8089,EUROPEAN HISTORY,Most of Europe's Roman Catholic countries adopted this calendar in 1582,the Gregorian calendar,600,,False
2478,8089,EUROPEAN HISTORY,"On the eve of the French Revolution, Marie Antoinette was involved in a scandal over this piece of jewelry",a diamond necklace,800,,False
2479,8089,EUROPEAN HISTORY,"After the German invasion of 1940, Vidkun Quisling declared himself head of this country's government",Norway,1000,,False
2480,8089,FATS & FIGURES,Switching to unsaturated fats helps lower the amount of this artery-clogging substance,cholesterol,200,,False
2481,8089,FATS & FIGURES,"Fats help your body absorb vitamin D, which makes this mineral available to bones & teeth",calcium,400,,False
2482,8089,FATS & FIGURES,It's the operation that vacuums fat out of sides & thighs,liposuction,600,,False
2483,8089,FATS & FIGURES,In 1994 scientists found a flawed one of these that regulates how the body burns calories,a (fat) gene,800,,False
2484,8089,FATS & FIGURES,"Perform this ""test"" to check your own body fat percentage; over 1/2"" on the back of the arm is too high",the pinch test,1000,,False
2485,8089,TAKE IN ORDER,Hillary Rodham Clinton,the First Lady,200,,False
2486,8089,TAKE IN ORDER,Renewed energy for a runner,a second wind,400,,False
2487,8089,TAKE IN ORDER,I Don't Know played it,third base,600,,False
2488,8089,TAKE IN ORDER,"Mail weighing 1-70 pounds, including parcel post, is sent this rate",fourth class,800,,False
2489,8089,TAKE IN ORDER,A superfluous person,a fifth wheel,1000,,False
2490,8089,STARS & CONSTELLATIONS,"Antares, a red supergiant, may have been named for its resemblance in color to this planet",Mars,400,,True
2491,8089,STARS & CONSTELLATIONS,A cluster of stars called the Hyades outlines the face of the bull in this constellation,Taurus,800,,True
2492,8089,STARS & CONSTELLATIONS,The Big Dipper is part of this larger constellation,Ursa Major,1200,,True
2493,8089,STARS & CONSTELLATIONS,"This other name for the dog star is Greek for ""scorcher""",Sirius,1600,,True
2494,8089,STARS & CONSTELLATIONS,Arabians once identified these 2 brightest stars of the constellation Gemini with a pair of peacocks,Castor & Pollux,2000,,True
2495,8089,FASHION,"The Japanese furisode is a type of this robe with large, flowing sleeves",a kimono,400,,True
2496,8089,FASHION,"Often made of fur, it's a cylindrical covering, open at each end, to warm the hands",a muff,800,,True
2497,8089,FASHION,Blue denim work trousers or overalls are sometimes referred to by this Hindi name,dungarees,1200,,True
2498,8089,FASHION,These leather shorts worn with suspenders are traditional attire in Bavaria,lederhosen,1600,,True
2499,8089,FASHION,"After 10 years as chief designer for Anne Klein, she launched her own company in 1984",Donna Karan,2000,,True
2500,8089,U.S. GEOGRAPHY,This state's Outer Banks separate Pamlico Sound from Raleigh Bay,North Carolina,400,,True
2501,8089,U.S. GEOGRAPHY,"Most of this state's chief cities, including Concord & Manchester, lie in the Merrimack Valley",New Hampshire,800,,True
2502,8089,U.S. GEOGRAPHY,"The hottest region in North America, this desert valley is known for its borax deposits",Death Valley,1200,,True
2503,8089,U.S. GEOGRAPHY,The most important branches of this Nebraska river are the Loup & Elkhorn Rivers,the Platte,1600,,True
2504,8089,U.S. GEOGRAPHY,2 of the 4 states that border Oklahoma's Panhandle,"(2 of) Texas, Colorado, Kansas, and New Mexico",2000,,True
2505,8089,MUSIC,Bela Bartok & Zoltan Kodaly trekked around the hinterlands of this country collecting Magyar songs,Hungary,400,,True
2506,8089,MUSIC,"His ""Unfinished"" symphony wasn't discovered until 1865, long after his death",Schubert,800,,True
2507,8089,MUSIC,Ravel was in attendance at the riotous premiere of this Stravinsky work,"""The Rite of Spring"" (""Le Sacre du Printemps"")",1200,,True
2508,8089,MUSIC,"His sixth symphony is known as the ""Pathetique""",Tchaikovsky,1600,,True
2509,8089,MUSIC,"His ""A Midsummer Night's Dream"" overture includes a musical version of a donkey's bray",Mendelssohn,2000,,True
2510,8089,THE AMERICAN REVOLUTION,In July 1781 Alexander Hamilton took command of a battalion under this Frenchman,Lafayette,400,,True
2511,8089,THE AMERICAN REVOLUTION,Daniel Horry's dragoons were captured when this South Carolina city fell in 1780,Charleston,800,,True
2512,8089,THE AMERICAN REVOLUTION,Nathaniel Fanning wrote a popular memoir after serving under this captain of the Bonhomme Richard,John Paul Jones,1200,,True
2513,8089,THE AMERICAN REVOLUTION,He was the first governor of the state of Massachusetts,John Hancock,1600,,True
2514,8089,THE AMERICAN REVOLUTION,This British general who captured Fort Ticonderoga became a playwright after the war,General Burgoyne,2000,,True
2515,8089,POTPOURRI,"Every new termite colony is founded by a male & female known by these ""regal"" terms",the king & queen,400,,True
2516,8089,POTPOURRI,"On a building the ""ribbon"" style of these glass features forms a continuous band",windows,800,,True
2517,8089,POTPOURRI,"It's a piece of iron or steel used to pry something open, not a tavern for black birds",a crowbar,1200,,True
2518,8089,POTPOURRI,This women's track & field contest consists of 4 events on the first day & 3 on the second,the heptathlon,1600,,True
2519,8089,POTPOURRI,"This language spoken by 4 million people, many in Tbilisi, has its own alphabet",Georgian,2000,,True
2520,8090,LAKES & RIVERS,Only Great Lake with an outlet to the St. Lawrence River,Lake Ontario,200,,False
2521,8090,LAKES & RIVERS,World leader whose summer home is at Castel Gandolfo on Lake Albano,Pope John Paul,800,,False
2522,8090,LAKES & RIVERS,Continent whose major river system is the Murray,Australia,1000,,False
